e+CO2 cross-sections, extrapolated from Mumma et al. [1972]
825,2.5382357E-19,2.4576244E-19
825.1,2.5380022E-19,2.4572581E-19
825.2,2.5377687E-19,2.4568918E-19
825.3,2.5375353E-19,2.4565256E-19
825.4,2.5373019E-19,2.4561596E-19
825.5,2.5370686E-19,2.4557936E-19
825.6,2.5368353E-19,2.4554277E-19
825.7,2.5366021E-19,2.4550620E-19
825.8,2.5363689E-19,2.4546963E-19
825.9,2.5361358E-19,2.4543307E-19
826,2.5359027E-19,2.4539653E-19
826.1,2.5356697E-19,2.4535999E-19
826.2,2.5354367E-19,2.4532346E-19
826.3,2.5352038E-19,2.4528695E-19
826.4,2.5349709E-19,2.4525044E-19
826.5,2.5347381E-19,2.4521394E-19
826.6,2.5345053E-19,2.4517745E-19
826.7,2.5342726E-19,2.4514097E-19
826.8,2.5340399E-19,2.4510451E-19
826.9,2.5338073E-19,2.4506805E-19
827,2.5335747E-19,2.4503160E-19
827.1,2.5333421E-19,2.4499516E-19
827.2,2.5331097E-19,2.4495873E-19
827.3,2.5328772E-19,2.4492231E-19
827.4,2.5326449E-19,2.4488590E-19
827.5,2.5324125E-19,2.4484950E-19
827.6,2.5321802E-19,2.4481311E-19
827.7,2.5319480E-19,2.4477673E-19
827.8,2.5317158E-19,2.4474036E-19
827.9,2.5314837E-19,2.4470400E-19
828,2.5312516E-19,2.4466765E-19
828.1,2.5310196E-19,2.4463131E-19
828.2,2.5307876E-19,2.4459498E-19
828.3,2.5305556E-19,2.4455866E-19
828.4,2.5303237E-19,2.4452235E-19
828.5,2.5300919E-19,2.4448605E-19
828.6,2.5298601E-19,2.4444976E-19
828.7,2.5296284E-19,2.4441347E-19
828.8,2.5293967E-19,2.4437720E-19
828.9,2.5291650E-19,2.4434094E-19
829,2.5289334E-19,2.4430469E-19
829.1,2.5287019E-19,2.4426844E-19
829.2,2.5284704E-19,2.4423221E-19
829.3,2.5282389E-19,2.4419599E-19
829.4,2.5280076E-19,2.4415977E-19
829.5,2.5277762E-19,2.4412357E-19
829.6,2.5275449E-19,2.4408737E-19
829.7,2.5273137E-19,2.4405119E-19
829.8,2.5270824E-19,2.4401502E-19
829.9,2.5268513E-19,2.4397885E-19
830,2.5266202E-19,2.4394269E-19
830.1,2.5263891E-19,2.4390655E-19
830.2,2.5261581E-19,2.4387041E-19
830.3,2.5259272E-19,2.4383429E-19
830.4,2.5256963E-19,2.4379817E-19
830.5,2.5254654E-19,2.4376206E-19
830.6,2.5252346E-19,2.4372597E-19
830.7,2.5250038E-19,2.4368988E-19
830.8,2.5247731E-19,2.4365380E-19
830.9,2.5245425E-19,2.4361773E-19
831,2.5243118E-19,2.4358167E-19
831.1,2.5240813E-19,2.4354563E-19
831.2,2.5238508E-19,2.4350959E-19
831.3,2.5236203E-19,2.4347356E-19
831.4,2.5233899E-19,2.4343754E-19
831.5,2.5231595E-19,2.4340153E-19
831.6,2.5229292E-19,2.4336553E-19
831.7,2.5226989E-19,2.4332954E-19
831.8,2.5224687E-19,2.4329355E-19
831.9,2.5222385E-19,2.4325758E-19
832,2.5220084E-19,2.4322162E-19
832.1,2.5217783E-19,2.4318567E-19
832.2,2.5215483E-19,2.4314973E-19
832.3,2.5213183E-19,2.4311379E-19
832.4,2.5210884E-19,2.4307787E-19
832.5,2.5208585E-19,2.4304196E-19
832.6,2.5206286E-19,2.4300605E-19
832.7,2.5203989E-19,2.4297016E-19
832.8,2.5201691E-19,2.4293427E-19
832.9,2.5199394E-19,2.4289840E-19
833,2.5197098E-19,2.4286253E-19
833.1,2.5194802E-19,2.4282668E-19
833.2,2.5192506E-19,2.4279083E-19
833.3,2.5190211E-19,2.4275499E-19
833.4,2.5187917E-19,2.4271917E-19
833.5,2.5185623E-19,2.4268335E-19
833.6,2.5183330E-19,2.4264754E-19
833.7,2.5181036E-19,2.4261174E-19
833.8,2.5178744E-19,2.4257595E-19
833.9,2.5176452E-19,2.4254017E-19
834,2.5174160E-19,2.4250440E-19
834.1,2.5171869E-19,2.4246864E-19
834.2,2.5169579E-19,2.4243289E-19
834.3,2.5167288E-19,2.4239715E-19
834.4,2.5164999E-19,2.4236142E-19
834.5,2.5162710E-19,2.4232570E-19
834.6,2.5160421E-19,2.4228999E-19
834.7,2.5158133E-19,2.4225428E-19
834.8,2.5155845E-19,2.4221859E-19
834.9,2.5153558E-19,2.4218290E-19
835,2.5151271E-19,2.4214723E-19
835.1,2.5148985E-19,2.4211157E-19
835.2,2.5146699E-19,2.4207591E-19
835.3,2.5144414E-19,2.4204026E-19
835.4,2.5142129E-19,2.4200463E-19
835.5,2.5139845E-19,2.4196900E-19
835.6,2.5137561E-19,2.4193338E-19
835.7,2.5135277E-19,2.4189778E-19
835.8,2.5132994E-19,2.4186218E-19
835.9,2.5130712E-19,2.4182659E-19
836,2.5128430E-19,2.4179101E-19
836.1,2.5126149E-19,2.4175544E-19
836.2,2.5123868E-19,2.4171988E-19
836.3,2.5121587E-19,2.4168433E-19
836.4,2.5119307E-19,2.4164879E-19
836.5,2.5117028E-19,2.4161326E-19
836.6,2.5114749E-19,2.4157773E-19
836.7,2.5112470E-19,2.4154222E-19
836.8,2.5110192E-19,2.4150672E-19
836.9,2.5107914E-19,2.4147122E-19
837,2.5105637E-19,2.4143574E-19
837.1,2.5103360E-19,2.4140026E-19
837.2,2.5101084E-19,2.4136480E-19
837.3,2.5098809E-19,2.4132934E-19
837.4,2.5096533E-19,2.4129390E-19
837.5,2.5094259E-19,2.4125846E-19
837.6,2.5091984E-19,2.4122303E-19
837.7,2.5089711E-19,2.4118761E-19
837.8,2.5087437E-19,2.4115220E-19
837.9,2.5085164E-19,2.4111680E-19
838,2.5082892E-19,2.4108141E-19
838.1,2.5080620E-19,2.4104603E-19
838.2,2.5078349E-19,2.4101066E-19
838.3,2.5076078E-19,2.4097530E-19
838.4,2.5073807E-19,2.4093995E-19
838.5,2.5071537E-19,2.4090460E-19
838.6,2.5069268E-19,2.4086927E-19
838.7,2.5066999E-19,2.4083395E-19
838.8,2.5064730E-19,2.4079863E-19
838.9,2.5062462E-19,2.4076332E-19
839,2.5060195E-19,2.4072803E-19
839.1,2.5057927E-19,2.4069274E-19
839.2,2.5055661E-19,2.4065746E-19
839.3,2.5053395E-19,2.4062220E-19
839.4,2.5051129E-19,2.4058694E-19
839.5,2.5048864E-19,2.4055169E-19
839.6,2.5046599E-19,2.4051645E-19
839.7,2.5044335E-19,2.4048122E-19
839.8,2.5042071E-19,2.4044600E-19
839.9,2.5039807E-19,2.4041078E-19
840,2.5037545E-19,2.4037558E-19
840.1,2.5035282E-19,2.4034039E-19
840.2,2.5033020E-19,2.4030521E-19
840.3,2.5030759E-19,2.4027003E-19
840.4,2.5028498E-19,2.4023487E-19
840.5,2.5026237E-19,2.4019971E-19
840.6,2.5023977E-19,2.4016456E-19
840.7,2.5021718E-19,2.4012943E-19
840.8,2.5019459E-19,2.4009430E-19
840.9,2.5017200E-19,2.4005918E-19
841,2.5014942E-19,2.4002407E-19
841.1,2.5012684E-19,2.3998897E-19
841.2,2.5010427E-19,2.3995388E-19
841.3,2.5008171E-19,2.3991880E-19
841.4,2.5005914E-19,2.3988373E-19
841.5,2.5003659E-19,2.3984866E-19
841.6,2.5001403E-19,2.3981361E-19
841.7,2.4999148E-19,2.3977857E-19
841.8,2.4996894E-19,2.3974353E-19
841.9,2.4994640E-19,2.3970851E-19
842,2.4992387E-19,2.3967349E-19
842.1,2.4990134E-19,2.3963848E-19
842.2,2.4987881E-19,2.3960348E-19
842.3,2.4985629E-19,2.3956850E-19
842.4,2.4983378E-19,2.3953352E-19
842.5,2.4981127E-19,2.3949855E-19
842.6,2.4978876E-19,2.3946359E-19
842.7,2.4976626E-19,2.3942863E-19
842.8,2.4974376E-19,2.3939369E-19
842.9,2.4972127E-19,2.3935876E-19
843,2.4969879E-19,2.3932384E-19
843.1,2.4967630E-19,2.3928892E-19
843.2,2.4965383E-19,2.3925402E-19
843.3,2.4963135E-19,2.3921912E-19
843.4,2.4960888E-19,2.3918423E-19
843.5,2.4958642E-19,2.3914936E-19
843.6,2.4956396E-19,2.3911449E-19
843.7,2.4954151E-19,2.3907963E-19
843.8,2.4951906E-19,2.3904478E-19
843.9,2.4949661E-19,2.3900994E-19
844,2.4947417E-19,2.3897511E-19
844.1,2.4945174E-19,2.3894028E-19
844.2,2.4942931E-19,2.3890547E-19
844.3,2.4940688E-19,2.3887067E-19
844.4,2.4938446E-19,2.3883587E-19
844.5,2.4936204E-19,2.3880109E-19
844.6,2.4933963E-19,2.3876631E-19
844.7,2.4931722E-19,2.3873154E-19
844.8,2.4929482E-19,2.3869678E-19
844.9,2.4927242E-19,2.3866204E-19
845,2.4925003E-19,2.3862730E-19
845.1,2.4922764E-19,2.3859256E-19
845.2,2.4920525E-19,2.3855784E-19
845.3,2.4918287E-19,2.3852313E-19
845.4,2.4916050E-19,2.3848843E-19
845.5,2.4913813E-19,2.3845373E-19
845.6,2.4911576E-19,2.3841905E-19
845.7,2.4909340E-19,2.3838437E-19
845.8,2.4907105E-19,2.3834971E-19
845.9,2.4904870E-19,2.3831505E-19
846,2.4902635E-19,2.3828040E-19
846.1,2.4900401E-19,2.3824576E-19
846.2,2.4898167E-19,2.3821113E-19
846.3,2.4895934E-19,2.3817651E-19
846.4,2.4893701E-19,2.3814190E-19
846.5,2.4891468E-19,2.3810730E-19
846.6,2.4889236E-19,2.3807270E-19
846.7,2.4887005E-19,2.3803812E-19
846.8,2.4884774E-19,2.3800355E-19
846.9,2.4882543E-19,2.3796898E-19
847,2.4880313E-19,2.3793442E-19
847.1,2.4878084E-19,2.3789987E-19
847.2,2.4875855E-19,2.3786534E-19
847.3,2.4873626E-19,2.3783081E-19
847.4,2.4871398E-19,2.3779629E-19
847.5,2.4869170E-19,2.3776177E-19
847.6,2.4866943E-19,2.3772727E-19
847.7,2.4864716E-19,2.3769278E-19
847.8,2.4862490E-19,2.3765829E-19
847.9,2.4860264E-19,2.3762382E-19
848,2.4858038E-19,2.3758935E-19
848.1,2.4855813E-19,2.3755489E-19
848.2,2.4853589E-19,2.3752045E-19
848.3,2.4851365E-19,2.3748601E-19
848.4,2.4849141E-19,2.3745158E-19
848.5,2.4846918E-19,2.3741716E-19
848.6,2.4844695E-19,2.3738274E-19
848.7,2.4842473E-19,2.3734834E-19
848.8,2.4840251E-19,2.3731395E-19
848.9,2.4838030E-19,2.3727956E-19
849,2.4835809E-19,2.3724519E-19
849.1,2.4833589E-19,2.3721082E-19
849.2,2.4831369E-19,2.3717646E-19
849.3,2.4829149E-19,2.3714211E-19
849.4,2.4826931E-19,2.3710778E-19
849.5,2.4824712E-19,2.3707344E-19
849.6,2.4822494E-19,2.3703912E-19
849.7,2.4820276E-19,2.3700481E-19
849.8,2.4818059E-19,2.3697051E-19
849.9,2.4815842E-19,2.3693621E-19
850,2.4813626E-19,2.3690193E-19
850.1,2.4811410E-19,2.3686765E-19
850.2,2.4809195E-19,2.3683338E-19
850.3,2.4806980E-19,2.3679912E-19
850.4,2.4804766E-19,2.3676487E-19
850.5,2.4802552E-19,2.3673063E-19
850.6,2.4800338E-19,2.3669640E-19
850.7,2.4798125E-19,2.3666218E-19
850.8,2.4795913E-19,2.3662797E-19
850.9,2.4793701E-19,2.3659376E-19
851,2.4791489E-19,2.3655956E-19
851.1,2.4789278E-19,2.3652538E-19
851.2,2.4787067E-19,2.3649120E-19
851.3,2.4784857E-19,2.3645703E-19
851.4,2.4782647E-19,2.3642287E-19
851.5,2.4780438E-19,2.3638872E-19
851.6,2.4778229E-19,2.3635458E-19
851.7,2.4776020E-19,2.3632044E-19
851.8,2.4773812E-19,2.3628632E-19
851.9,2.4771605E-19,2.3625220E-19
852,2.4769398E-19,2.3621810E-19
852.1,2.4767191E-19,2.3618400E-19
852.2,2.4764985E-19,2.3614991E-19
852.3,2.4762779E-19,2.3611583E-19
852.4,2.4760574E-19,2.3608176E-19
852.5,2.4758369E-19,2.3604770E-19
852.6,2.4756165E-19,2.3601365E-19
852.7,2.4753961E-19,2.3597960E-19
852.8,2.4751757E-19,2.3594557E-19
852.9,2.4749554E-19,2.3591154E-19
853,2.4747352E-19,2.3587753E-19
853.1,2.4745150E-19,2.3584352E-19
853.2,2.4742948E-19,2.3580952E-19
853.3,2.4740747E-19,2.3577553E-19
853.4,2.4738546E-19,2.3574155E-19
853.5,2.4736346E-19,2.3570757E-19
853.6,2.4734146E-19,2.3567361E-19
853.7,2.4731947E-19,2.3563965E-19
853.8,2.4729748E-19,2.3560571E-19
853.9,2.4727549E-19,2.3557177E-19
854,2.4725351E-19,2.3553784E-19
854.1,2.4723154E-19,2.3550392E-19
854.2,2.4720957E-19,2.3547001E-19
854.3,2.4718760E-19,2.3543611E-19
854.4,2.4716564E-19,2.3540222E-19
854.5,2.4714368E-19,2.3536833E-19
854.6,2.4712173E-19,2.3533446E-19
854.7,2.4709978E-19,2.3530059E-19
854.8,2.4707784E-19,2.3526673E-19
854.9,2.4705590E-19,2.3523288E-19
855,2.4703396E-19,2.3519904E-19
855.1,2.4701203E-19,2.3516521E-19
855.2,2.4699011E-19,2.3513139E-19
855.3,2.4696819E-19,2.3509758E-19
855.4,2.4694627E-19,2.3506377E-19
855.5,2.4692436E-19,2.3502997E-19
855.6,2.4690245E-19,2.3499619E-19
855.7,2.4688055E-19,2.3496241E-19
855.8,2.4685865E-19,2.3492864E-19
855.9,2.4683675E-19,2.3489488E-19
856,2.4681486E-19,2.3486113E-19
856.1,2.4679298E-19,2.3482738E-19
856.2,2.4677110E-19,2.3479365E-19
856.3,2.4674922E-19,2.3475992E-19
856.4,2.4672735E-19,2.3472621E-19
856.5,2.4670548E-19,2.3469250E-19
856.6,2.4668362E-19,2.3465880E-19
856.7,2.4666176E-19,2.3462511E-19
856.8,2.4663991E-19,2.3459143E-19
856.9,2.4661806E-19,2.3455775E-19
857,2.4659621E-19,2.3452409E-19
857.1,2.4657437E-19,2.3449043E-19
857.2,2.4655254E-19,2.3445679E-19
857.3,2.4653070E-19,2.3442315E-19
857.4,2.4650888E-19,2.3438952E-19
857.5,2.4648705E-19,2.3435590E-19
857.6,2.4646524E-19,2.3432229E-19
857.7,2.4644342E-19,2.3428869E-19
857.8,2.4642161E-19,2.3425509E-19
857.9,2.4639981E-19,2.3422151E-19
858,2.4637801E-19,2.3418793E-19
858.1,2.4635621E-19,2.3415436E-19
858.2,2.4633442E-19,2.3412080E-19
858.3,2.4631264E-19,2.3408725E-19
858.4,2.4629085E-19,2.3405371E-19
858.5,2.4626908E-19,2.3402018E-19
858.6,2.4624730E-19,2.3398665E-19
858.7,2.4622553E-19,2.3395314E-19
858.8,2.4620377E-19,2.3391963E-19
858.9,2.4618201E-19,2.3388613E-19
859,2.4616025E-19,2.3385264E-19
859.1,2.4613850E-19,2.3381916E-19
859.2,2.4611676E-19,2.3378569E-19
859.3,2.4609501E-19,2.3375222E-19
859.4,2.4607328E-19,2.3371877E-19
859.5,2.4605154E-19,2.3368532E-19
859.6,2.4602982E-19,2.3365189E-19
859.7,2.4600809E-19,2.3361846E-19
859.8,2.4598637E-19,2.3358504E-19
859.9,2.4596466E-19,2.3355163E-19
860,2.4594294E-19,2.3351822E-19
860.1,2.4592124E-19,2.3348483E-19
860.2,2.4589954E-19,2.3345144E-19
860.3,2.4587784E-19,2.3341807E-19
860.4,2.4585615E-19,2.3338470E-19
860.5,2.4583446E-19,2.3335134E-19
860.6,2.4581277E-19,2.3331799E-19
860.7,2.4579109E-19,2.3328464E-19
860.8,2.4576942E-19,2.3325131E-19
860.9,2.4574775E-19,2.3321799E-19
861,2.4572608E-19,2.3318467E-19
861.1,2.4570442E-19,2.3315136E-19
861.2,2.4568276E-19,2.3311806E-19
861.3,2.4566111E-19,2.3308477E-19
861.4,2.4563946E-19,2.3305149E-19
861.5,2.4561781E-19,2.3301822E-19
861.6,2.4559617E-19,2.3298495E-19
861.7,2.4557454E-19,2.3295170E-19
861.8,2.4555290E-19,2.3291845E-19
861.9,2.4553128E-19,2.3288521E-19
862,2.4550966E-19,2.3285198E-19
862.1,2.4548804E-19,2.3281876E-19
862.2,2.4546642E-19,2.3278554E-19
862.3,2.4544481E-19,2.3275234E-19
862.4,2.4542321E-19,2.3271914E-19
862.5,2.4540161E-19,2.3268596E-19
862.6,2.4538001E-19,2.3265278E-19
862.7,2.4535842E-19,2.3261961E-19
862.8,2.4533683E-19,2.3258645E-19
862.9,2.4531525E-19,2.3255329E-19
863,2.4529367E-19,2.3252015E-19
863.1,2.4527210E-19,2.3248701E-19
863.2,2.4525053E-19,2.3245389E-19
863.3,2.4522896E-19,2.3242077E-19
863.4,2.4520740E-19,2.3238766E-19
863.5,2.4518585E-19,2.3235455E-19
863.6,2.4516430E-19,2.3232146E-19
863.7,2.4514275E-19,2.3228838E-19
863.8,2.4512120E-19,2.3225530E-19
863.9,2.4509967E-19,2.3222223E-19
864,2.4507813E-19,2.3218917E-19
864.1,2.4505660E-19,2.3215612E-19
864.2,2.4503508E-19,2.3212308E-19
864.3,2.4501355E-19,2.3209005E-19
864.4,2.4499204E-19,2.3205702E-19
864.5,2.4497052E-19,2.3202401E-19
864.6,2.4494902E-19,2.3199100E-19
864.7,2.4492751E-19,2.3195800E-19
864.8,2.4490601E-19,2.3192501E-19
864.9,2.4488452E-19,2.3189203E-19
865,2.4486303E-19,2.3185905E-19
865.1,2.4484154E-19,2.3182609E-19
865.2,2.4482006E-19,2.3179313E-19
865.3,2.4479858E-19,2.3176018E-19
865.4,2.4477711E-19,2.3172724E-19
865.5,2.4475564E-19,2.3169431E-19
865.6,2.4473418E-19,2.3166139E-19
865.7,2.4471272E-19,2.3162847E-19
865.8,2.4469126E-19,2.3159557E-19
865.9,2.4466981E-19,2.3156267E-19
866,2.4464836E-19,2.3152978E-19
866.1,2.4462692E-19,2.3149690E-19
866.2,2.4460548E-19,2.3146403E-19
866.3,2.4458405E-19,2.3143117E-19
866.4,2.4456262E-19,2.3139831E-19
866.5,2.4454119E-19,2.3136546E-19
866.6,2.4451977E-19,2.3133263E-19
866.7,2.4449835E-19,2.3129980E-19
866.8,2.4447694E-19,2.3126698E-19
866.9,2.4445553E-19,2.3123416E-19
867,2.4443413E-19,2.3120136E-19
867.1,2.4441273E-19,2.3116856E-19
867.2,2.4439134E-19,2.3113577E-19
867.3,2.4436995E-19,2.3110300E-19
867.4,2.4434856E-19,2.3107022E-19
867.5,2.4432718E-19,2.3103746E-19
867.6,2.4430580E-19,2.3100471E-19
867.7,2.4428443E-19,2.3097196E-19
867.8,2.4426306E-19,2.3093923E-19
867.9,2.4424169E-19,2.3090650E-19
868,2.4422033E-19,2.3087378E-19
868.1,2.4419898E-19,2.3084107E-19
868.2,2.4417763E-19,2.3080836E-19
868.3,2.4415628E-19,2.3077567E-19
868.4,2.4413494E-19,2.3074298E-19
868.5,2.4411360E-19,2.3071030E-19
868.6,2.4409226E-19,2.3067763E-19
868.7,2.4407093E-19,2.3064497E-19
868.8,2.4404961E-19,2.3061232E-19
868.9,2.4402829E-19,2.3057967E-19
869,2.4400697E-19,2.3054704E-19
869.1,2.4398566E-19,2.3051441E-19
869.2,2.4396435E-19,2.3048179E-19
869.3,2.4394304E-19,2.3044918E-19
869.4,2.4392174E-19,2.3041658E-19
869.5,2.4390045E-19,2.3038398E-19
869.6,2.4387916E-19,2.3035140E-19
869.7,2.4385787E-19,2.3031882E-19
869.8,2.4383659E-19,2.3028625E-19
869.9,2.4381531E-19,2.3025369E-19
870,2.4379404E-19,2.3022113E-19
870.1,2.4377277E-19,2.3018859E-19
870.2,2.4375150E-19,2.3015605E-19
870.3,2.4373024E-19,2.3012353E-19
870.4,2.4370898E-19,2.3009101E-19
870.5,2.4368773E-19,2.3005850E-19
870.6,2.4366648E-19,2.3002599E-19
870.7,2.4364524E-19,2.2999350E-19
870.8,2.4362400E-19,2.2996101E-19
870.9,2.4360276E-19,2.2992854E-19
871,2.4358153E-19,2.2989607E-19
871.1,2.4356031E-19,2.2986361E-19
871.2,2.4353908E-19,2.2983115E-19
871.3,2.4351787E-19,2.2979871E-19
871.4,2.4349665E-19,2.2976627E-19
871.5,2.4347544E-19,2.2973384E-19
871.6,2.4345424E-19,2.2970142E-19
871.7,2.4343304E-19,2.2966901E-19
871.8,2.4341184E-19,2.2963661E-19
871.9,2.4339065E-19,2.2960422E-19
872,2.4336946E-19,2.2957183E-19
872.1,2.4334828E-19,2.2953945E-19
872.2,2.4332710E-19,2.2950708E-19
872.3,2.4330592E-19,2.2947472E-19
872.4,2.4328475E-19,2.2944237E-19
872.5,2.4326358E-19,2.2941002E-19
872.6,2.4324242E-19,2.2937768E-19
872.7,2.4322126E-19,2.2934536E-19
872.8,2.4320011E-19,2.2931304E-19
872.9,2.4317896E-19,2.2928072E-19
873,2.4315781E-19,2.2924842E-19
873.1,2.4313667E-19,2.2921612E-19
873.2,2.4311554E-19,2.2918384E-19
873.3,2.4309440E-19,2.2915156E-19
873.4,2.4307327E-19,2.2911929E-19
873.5,2.4305215E-19,2.2908703E-19
873.6,2.4303103E-19,2.2905477E-19
873.7,2.4300992E-19,2.2902252E-19
873.8,2.4298880E-19,2.2899029E-19
873.9,2.4296770E-19,2.2895806E-19
874,2.4294659E-19,2.2892584E-19
874.1,2.4292549E-19,2.2889362E-19
874.2,2.4290440E-19,2.2886142E-19
874.3,2.4288331E-19,2.2882922E-19
874.4,2.4286222E-19,2.2879703E-19
874.5,2.4284114E-19,2.2876485E-19
874.6,2.4282007E-19,2.2873268E-19
874.7,2.4279899E-19,2.2870052E-19
874.8,2.4277792E-19,2.2866836E-19
874.9,2.4275686E-19,2.2863621E-19
875,2.4273580E-19,2.2860407E-19
875.1,2.4271474E-19,2.2857194E-19
875.2,2.4269369E-19,2.2853982E-19
875.3,2.4267264E-19,2.2850771E-19
875.4,2.4265160E-19,2.2847560E-19
875.5,2.4263056E-19,2.2844350E-19
875.6,2.4260952E-19,2.2841141E-19
875.7,2.4258849E-19,2.2837933E-19
875.8,2.4256747E-19,2.2834725E-19
875.9,2.4254644E-19,2.2831519E-19
876,2.4252543E-19,2.2828313E-19
876.1,2.4250441E-19,2.2825108E-19
876.2,2.4248340E-19,2.2821904E-19
876.3,2.4246240E-19,2.2818701E-19
876.4,2.4244140E-19,2.2815498E-19
876.5,2.4242040E-19,2.2812297E-19
876.6,2.4239941E-19,2.2809096E-19
876.7,2.4237842E-19,2.2805896E-19
876.8,2.4235743E-19,2.2802696E-19
876.9,2.4233645E-19,2.2799498E-19
877,2.4231548E-19,2.2796300E-19
877.1,2.4229450E-19,2.2793104E-19
877.2,2.4227354E-19,2.2789908E-19
877.3,2.4225257E-19,2.2786712E-19
877.4,2.4223161E-19,2.2783518E-19
877.5,2.4221066E-19,2.2780325E-19
877.6,2.4218971E-19,2.2777132E-19
877.7,2.4216876E-19,2.2773940E-19
877.8,2.4214782E-19,2.2770749E-19
877.9,2.4212688E-19,2.2767558E-19
878,2.4210595E-19,2.2764369E-19
878.1,2.4208502E-19,2.2761180E-19
878.2,2.4206409E-19,2.2757992E-19
878.3,2.4204317E-19,2.2754805E-19
878.4,2.4202225E-19,2.2751619E-19
878.5,2.4200134E-19,2.2748434E-19
878.6,2.4198043E-19,2.2745249E-19
878.7,2.4195952E-19,2.2742065E-19
878.8,2.4193862E-19,2.2738882E-19
878.9,2.4191773E-19,2.2735700E-19
879,2.4189684E-19,2.2732519E-19
879.1,2.4187595E-19,2.2729338E-19
879.2,2.4185506E-19,2.2726158E-19
879.3,2.4183418E-19,2.2722979E-19
879.4,2.4181331E-19,2.2719801E-19
879.5,2.4179244E-19,2.2716624E-19
879.6,2.4177157E-19,2.2713447E-19
879.7,2.4175071E-19,2.2710271E-19
879.8,2.4172985E-19,2.2707096E-19
879.9,2.4170899E-19,2.2703922E-19
880,2.4168814E-19,2.2700749E-19
880.1,2.4166730E-19,2.2697576E-19
880.2,2.4164646E-19,2.2694405E-19
880.3,2.4162562E-19,2.2691234E-19
880.4,2.4160478E-19,2.2688064E-19
880.5,2.4158395E-19,2.2684894E-19
880.6,2.4156313E-19,2.2681726E-19
880.7,2.4154231E-19,2.2678558E-19
880.8,2.4152149E-19,2.2675391E-19
880.9,2.4150068E-19,2.2672225E-19
881,2.4147987E-19,2.2669060E-19
881.1,2.4145906E-19,2.2665895E-19
881.2,2.4143826E-19,2.2662731E-19
881.3,2.4141747E-19,2.2659568E-19
881.4,2.4139667E-19,2.2656406E-19
881.5,2.4137589E-19,2.2653245E-19
881.6,2.4135510E-19,2.2650084E-19
881.7,2.4133432E-19,2.2646925E-19
881.8,2.4131355E-19,2.2643766E-19
881.9,2.4129278E-19,2.2640608E-19
882,2.4127201E-19,2.2637450E-19
882.1,2.4125125E-19,2.2634294E-19
882.2,2.4123049E-19,2.2631138E-19
882.3,2.4120973E-19,2.2627983E-19
882.4,2.4118898E-19,2.2624829E-19
882.5,2.4116823E-19,2.2621676E-19
882.6,2.4114749E-19,2.2618523E-19
882.7,2.4112675E-19,2.2615371E-19
882.8,2.4110602E-19,2.2612221E-19
882.9,2.4108529E-19,2.2609070E-19
883,2.4106456E-19,2.2605921E-19
883.1,2.4104384E-19,2.2602772E-19
883.2,2.4102312E-19,2.2599625E-19
883.3,2.4100241E-19,2.2596478E-19
883.4,2.4098170E-19,2.2593332E-19
883.5,2.4096099E-19,2.2590186E-19
883.6,2.4094029E-19,2.2587042E-19
883.7,2.4091960E-19,2.2583898E-19
883.8,2.4089890E-19,2.2580755E-19
883.9,2.4087821E-19,2.2577613E-19
884,2.4085753E-19,2.2574471E-19
884.1,2.4083685E-19,2.2571331E-19
884.2,2.4081617E-19,2.2568191E-19
884.3,2.4079550E-19,2.2565052E-19
884.4,2.4077483E-19,2.2561913E-19
884.5,2.4075417E-19,2.2558776E-19
884.6,2.4073351E-19,2.2555639E-19
884.7,2.4071285E-19,2.2552503E-19
884.8,2.4069220E-19,2.2549368E-19
884.9,2.4067155E-19,2.2546234E-19
885,2.4065091E-19,2.2543101E-19
885.1,2.4063027E-19,2.2539968E-19
885.2,2.4060963E-19,2.2536836E-19
885.3,2.4058900E-19,2.2533705E-19
885.4,2.4056838E-19,2.2530574E-19
885.5,2.4054775E-19,2.2527445E-19
885.6,2.4052713E-19,2.2524316E-19
885.7,2.4050652E-19,2.2521188E-19
885.8,2.4048591E-19,2.2518061E-19
885.9,2.4046530E-19,2.2514935E-19
886,2.4044470E-19,2.2511809E-19
886.1,2.4042410E-19,2.2508684E-19
886.2,2.4040350E-19,2.2505560E-19
886.3,2.4038291E-19,2.2502437E-19
886.4,2.4036233E-19,2.2499314E-19
886.5,2.4034175E-19,2.2496193E-19
886.6,2.4032117E-19,2.2493072E-19
886.7,2.4030059E-19,2.2489952E-19
886.8,2.4028002E-19,2.2486832E-19
886.9,2.4025946E-19,2.2483714E-19
887,2.4023890E-19,2.2480596E-19
887.1,2.4021834E-19,2.2477479E-19
887.2,2.4019778E-19,2.2474363E-19
887.3,2.4017723E-19,2.2471247E-19
887.4,2.4015669E-19,2.2468133E-19
887.5,2.4013615E-19,2.2465019E-19
887.6,2.4011561E-19,2.2461906E-19
887.7,2.4009508E-19,2.2458793E-19
887.8,2.4007455E-19,2.2455682E-19
887.9,2.4005402E-19,2.2452571E-19
888,2.4003350E-19,2.2449461E-19
888.1,2.4001298E-19,2.2446352E-19
888.2,2.3999247E-19,2.2443244E-19
888.3,2.3997196E-19,2.2440136E-19
888.4,2.3995146E-19,2.2437029E-19
888.5,2.3993096E-19,2.2433923E-19
888.6,2.3991046E-19,2.2430818E-19
888.7,2.3988997E-19,2.2427713E-19
888.8,2.3986948E-19,2.2424610E-19
888.9,2.3984899E-19,2.2421507E-19
